CUSTID,SDATE,PRODUCTID,L_CLASS,M_CLASS,SUBTOTAL
103660,2019-06-01,9900177,"SHOES","SHOES03",1080
103660,2019-06-10,9900699,"SHOES","SHOES03",1436
103660,2019-06-10,9912216,"SHOES","SHOES03",1995
103660,2019-06-23,9904896,"SHOES","SHOES03",1400
103660,2019-07-29,9910955,"SHOES","SHOES03",1525
103660,2019-08-21,9904240,"COSMETICS","COSMETICS03",1050
103660,2019-08-21,9904241,"COSMETICS","COSMETICS03",1050
103660,2019-08-21,9904245,"COSMETICS","COSMETICS03",1050
103660,2019-08-21,9904243,"COSMETICS","COSMETICS03",1050
103660,2019-08-21,9904244,"COSMETICS","COSMETICS03",1050
103660,2019-08-21,9904238,"COSMETICS","COSMETICS03",1050
103660,2019-08-21,9913459,"COSMETICS","COSMETICS03",1090
103660,2019-09-01,9910955,"SHOES","SHOES03",1525
103660,2019-09-01,9902543,"SHOES","SHOES03",1525
103660,2019-09-01,9912594,"COSMETICS","COSMETICS02",2700
103660,2019-09-03,9900277,"COSMETICS","COSMETICS01",1660
103660,2019-09-21,9903693,"COSMETICS","COSMETICS02",2708
103660,2019-09-21,9901604,"SHOES","SHOES03",2910
103660,2019-10-26,9901912,"BAG","BAG01",13600
103660,2019-11-24,9902272,"BAG","BAG01",5400
103660,2019-11-24,9900013,"BAG","BAG02",1990
103663,2019-02-20,9902643,"BAG","BAG03",2800
103663,2019-03-05,9902309,"COSMETICS","COSMETICS02",2600
103663,2019-06-23,9902531,"COSMETICS","COSMETICS03",2356
103665,2019-06-20,9902964,"SHOES","SHOES02",2980
103665,2019-06-20,9903561,"SHOES","SHOES02",3808
103665,2019-06-20,9902961,"SHOES","SHOES02",3106
103665,2019-06-20,9904817,"SHOES","SHOES02",4866
103665,2019-07-17,9910995,"SHOES","SHOES02",5624
103665,2019-07-17,9902890,"SHOES","SHOES02",8208
103665,2019-07-17,9902886,"SHOES","SHOES02",5472
103665,2019-07-17,9902891,"SHOES","SHOES02",3952
103665,2019-07-17,9910996,"SHOES","SHOES02",7600
103665,2019-07-17,9900227,"COSMETICS","COSMETICS02",2460
103665,2019-09-22,9900227,"COSMETICS","COSMETICS02",4100
103665,2019-12-03,9900227,"COSMETICS","COSMETICS02",4100
103667,2019-07-23,9903322,"SHOES","SHOES02",1600
103667,2019-12-11,9901515,"SHOES","SHOES02",1200
103667,2019-12-11,9902154,"SHOES","SHOES02",1500
103669,2019-02-07,9900763,"SHOES","SHOES02",1080
103669,2019-08-28,9900330,"SHOES","SHOES02",1800
103669,2019-08-29,9900520,"SHOES","SHOES02",1140
103669,2019-08-29,9900587,"SHOES","SHOES02",1900
103669,2019-11-19,9903819,"COSMETICS","COSMETICS02",12000
103670,2019-03-08,9914113,"SHOES","SHOES03",1665
103670,2019-03-08,9920059,"SHOES","SHOES03",1665
103670,2019-04-08,9939493,"COSMETICS","COSMETICS02",4000
103670,2019-04-08,9901789,"SHOES","SHOES03",3980
103670,2019-07-06,9941964,"BAG","BAG03",1432
103670,2019-07-15,9941963,"BAG","BAG03",1310
103671,2019-03-27,9916971,"COSMETICS","COSMETICS03",6000
103671,2019-06-07,9900810,"SHOES","SHOES02",1940
103671,2019-06-07,9900955,"SHOES","SHOES02",1150
103671,2019-07-07,9900451,"SHOES","SHOES02",2640
103671,2019-09-24,9902750,"BAG","BAG01",1080
103671,2019-09-24,9902531,"COSMETICS","COSMETICS03",4960
103671,2019-11-02,9911176,"BAG","BAG02",3000
103671,2019-11-02,9905504,"SHOES","SHOES02",1980
103671,2019-11-02,9901275,"SHOES","SHOES02",1440
103671,2019-11-02,9911586,"BAG","BAG02",1180
103676,2019-01-17,9904304,"SHOES","SHOES03",2812
103676,2019-02-22,9907072,"SHOES","SHOES03",1236
103676,2019-10-19,9921213,"SHOES","SHOES03",1370
103676,2019-10-27,9907072,"SHOES","SHOES03",9600
103676,2019-10-27,9909056,"BAG","BAG03",11700
103677,2019-01-07,9902047,"COSMETICS","COSMETICS01",1314
103677,2019-01-07,9911043,"COSMETICS","COSMETICS03",1000
103677,2019-02-25,9927207,"COSMETICS","COSMETICS03",14000
103677,2019-03-23,9901258,"COSMETICS","COSMETICS01",1742
103677,2019-03-23,9901255,"COSMETICS","COSMETICS01",2076
103677,2019-04-29,9901255,"COSMETICS","COSMETICS01",2076
103677,2019-05-14,9902510,"COSMETICS","COSMETICS03",5400
103677,2019-06-02,9902047,"COSMETICS","COSMETICS01",1314
103677,2019-06-24,9902510,"COSMETICS","COSMETICS03",4860
103677,2019-07-02,9927207,"COSMETICS","COSMETICS03",15485
103677,2019-08-10,9901258,"COSMETICS","COSMETICS01",1742
103677,2019-08-10,9901255,"COSMETICS","COSMETICS01",2076
103677,2019-08-12,9902510,"COSMETICS","COSMETICS03",4860
103677,2019-09-25,9901255,"COSMETICS","COSMETICS01",2076
103677,2019-10-23,9901255,"COSMETICS","COSMETICS01",2076
103677,2019-10-23,9901258,"COSMETICS","COSMETICS01",1742
103677,2019-10-30,9903107,"BAG","BAG03",13110
103677,2019-11-23,9901255,"COSMETICS","COSMETICS01",2076
103677,2019-11-23,9902510,"COSMETICS","COSMETICS03",5400
103678,2019-02-02,9902309,"COSMETICS","COSMETICS02",2900
103678,2019-06-08,9902309,"COSMETICS","COSMETICS02",2900
103678,2019-10-01,9902309,"COSMETICS","COSMETICS02",2900
103678,2019-11-04,9902309,"COSMETICS","COSMETICS02",5800
103678,2019-12-19,9902309,"COSMETICS","COSMETICS02",2755
103679,2019-07-12,9910395,"COSMETICS","COSMETICS03",2100
103679,2019-07-12,9904865,"COSMETICS","COSMETICS03",2100
103681,2019-09-17,9904776,"SHOES","SHOES02",1439
103682,2019-01-10,9900286,"BAG","BAG03",3610
103682,2019-01-10,9903145,"BAG","BAG03",3610
103682,2019-01-13,9900181,"COSMETICS","COSMETICS02",3000
103682,2019-01-29,9900286,"BAG","BAG03",11400
103682,2019-01-29,9903145,"BAG","BAG03",11400
103682,2019-02-17,9901658,"BAG","BAG03",2990
103682,2019-02-21,9913268,"BAG","BAG03",4290
103682,2019-03-07,9903145,"BAG","BAG03",7220
103682,2019-03-07,9900286,"BAG","BAG03",7220
103682,2019-03-20,9933276,"COSMETICS","COSMETICS03",1440
103682,2019-03-26,9910699,"SHOES","SHOES03",1340
103682,2019-03-26,9900181,"COSMETICS","COSMETICS02",1350
103682,2019-03-28,9903145,"BAG","BAG03",7220
103682,2019-03-28,9900286,"BAG","BAG03",7220
103682,2019-04-18,9903145,"BAG","BAG03",7220
103682,2019-04-18,9900286,"BAG","BAG03",3610
103682,2019-04-20,9900181,"COSMETICS","COSMETICS02",3000
103682,2019-04-25,9901423,"BAG","BAG01",3268
103682,2019-04-25,9903145,"BAG","BAG03",7220
103682,2019-04-25,9900286,"BAG","BAG03",7220
103682,2019-05-06,9900277,"COSMETICS","COSMETICS01",5810
103682,2019-05-06,9900276,"COSMETICS","COSMETICS01",3750
103682,2019-05-06,9900279,"COSMETICS","COSMETICS01",3750
103682,2019-05-06,9900274,"COSMETICS","COSMETICS01",3750
103682,2019-07-07,9902673,"COSMETICS","COSMETICS03",1680
103682,2019-07-28,9903145,"BAG","BAG03",7600
103682,2019-07-28,9900286,"BAG","BAG03",7600
103682,2019-08-08,9903145,"BAG","BAG03",7220
103682,2019-09-01,9911404,"COSMETICS","COSMETICS03",1760
103682,2019-09-08,9901423,"BAG","BAG01",3440
103682,2019-09-19,9900286,"BAG","BAG03",3610
103682,2019-09-19,9903145,"BAG","BAG03",7220
103682,2019-09-19,9902975,"BAG","BAG03",3610
103682,2019-10-22,9900286,"BAG","BAG03",7220
103682,2019-11-05,9900286,"BAG","BAG03",5415
103682,2019-11-05,9903145,"BAG","BAG03",5415
103682,2019-11-07,9907601,"SHOES","SHOES03",3822
103682,2019-11-28,9902975,"BAG","BAG03",7220
103682,2019-12-29,9900177,"SHOES","SHOES03",3600
103684,2019-01-16,9903041,"COSMETICS","COSMETICS02",1320
103684,2019-03-05,9903451,"COSMETICS","COSMETICS02",1194
103684,2019-03-28,9900493,"SHOES","SHOES02",1026
103684,2019-04-08,9903416,"COSMETICS","COSMETICS03",2560
103684,2019-04-27,9902512,"COSMETICS","COSMETICS03",1490
103684,2019-08-08,9902512,"COSMETICS","COSMETICS03",1415
103687,2019-03-07,9941981,"BAG","BAG01",2394
103687,2019-03-13,9908488,"SHOES","SHOES02",1404
103687,2019-03-13,9905062,"SHOES","SHOES02",2860
103687,2019-03-18,9904978,"SHOES","SHOES02",3390
103687,2019-08-13,9901072,"SHOES","SHOES02",1850
103687,2019-08-13,9905509,"SHOES","SHOES02",1110
103687,2019-08-13,9904153,"SHOES","SHOES01",5382
103687,2019-09-30,9900307,"BAG","BAG02",1035
103687,2019-11-05,9904518,"BAG","BAG01",2400
103687,2019-11-24,9902799,"SHOES","SHOES02",1040
103688,2019-01-28,9900630,"COSMETICS","COSMETICS02",1950
103688,2019-02-23,9900409,"SHOES","SHOES02",3580
103688,2019-03-25,9903287,"SHOES","SHOES01",5080
103689,2019-02-10,9901811,"BAG","BAG03",14352
103689,2019-05-01,9932538,"SHOES","SHOES03",4325
103689,2019-05-14,9901811,"BAG","BAG03",10764
103689,2019-06-17,9901811,"BAG","BAG03",5980
103689,2019-07-02,9921214,"BAG","BAG01",6600
103689,2019-09-17,9911532,"COSMETICS","COSMETICS03",3954
103689,2019-09-17,9905866,"COSMETICS","COSMETICS03",2800
103689,2019-10-02,9900769,"COSMETICS","COSMETICS01",2044
103689,2019-10-09,9924317,"COSMETICS","COSMETICS01",1460
103689,2019-10-09,9918127,"COSMETICS","COSMETICS01",1228
103689,2019-10-09,9922943,"COSMETICS","COSMETICS01",1228
103689,2019-11-08,9900243,"SHOES","SHOES03",2831
103689,2019-11-08,9900409,"SHOES","SHOES03",3580
103689,2019-11-29,9908597,"BAG","BAG01",6460
103689,2019-12-12,9932538,"SHOES","SHOES03",2466
103689,2019-12-12,9917823,"COSMETICS","COSMETICS01",16875
103689,2019-12-13,9905866,"COSMETICS","COSMETICS03",53200
103690,2019-04-10,9907896,"BAG","BAG03",1580
103690,2019-07-22,9905570,"BAG","BAG03",1240
103690,2019-10-06,9903273,"SHOES","SHOES03",3781
103690,2019-10-06,9905570,"BAG","BAG03",1240
103690,2019-11-18,9900756,"BAG","BAG03",1155
103691,2019-03-06,9903214,"SHOES","SHOES02",4800
103691,2019-04-10,9900243,"SHOES","SHOES02",1980
103691,2019-04-10,9903746,"SHOES","SHOES01",4500
103691,2019-09-24,9900587,"SHOES","SHOES02",8000
103691,2019-12-29,9911280,"SHOES","SHOES03",7350
103692,2019-02-10,9926328,"SHOES","SHOES02",2250
103692,2019-02-10,9928565,"SHOES","SHOES02",1300
103692,2019-02-10,9922536,"COSMETICS","COSMETICS02",2900
103692,2019-02-10,9926330,"SHOES","SHOES02",1750
103692,2019-02-10,9904883,"COSMETICS","COSMETICS02",5800
103692,2019-02-10,9901718,"BAG","BAG01",1885
103692,2019-02-28,9900323,"COSMETICS","COSMETICS02",2580
103692,2019-02-28,9916143,"COSMETICS","COSMETICS02",5160
103692,2019-03-08,9940171,"SHOES","SHOES02",1216
103692,2019-03-19,9909912,"COSMETICS","COSMETICS02",1740
103692,2019-03-19,9904978,"SHOES","SHOES02",1130
103692,2019-07-19,9913531,"COSMETICS","COSMETICS03",1090
103692,2019-07-19,9919902,"COSMETICS","COSMETICS03",2600
103695,2019-03-10,9900875,"COSMETICS","COSMETICS03",9670
103695,2019-03-10,9900217,"COSMETICS","COSMETICS02",7820
103695,2019-06-26,9914207,"COSMETICS","COSMETICS02",19920
103695,2019-10-22,9902309,"COSMETICS","COSMETICS02",2900
103695,2019-12-30,9900217,"COSMETICS","COSMETICS02",6980
103695,2019-12-30,9900650,"COSMETICS","COSMETICS02",3600
103696,2019-01-28,9909558,"SHOES","SHOES02",10800
103696,2019-02-28,9910168,"COSMETICS","COSMETICS03",16630
103696,2019-03-16,9903564,"SHOES","SHOES01",21900
103696,2019-03-16,9909558,"SHOES","SHOES02",5400
103696,2019-04-25,9908361,"SHOES","SHOES03",19300
103696,2019-04-25,9903564,"SHOES","SHOES01",4380
103696,2019-06-13,9909558,"SHOES","SHOES02",4420
103696,2019-08-10,9909558,"SHOES","SHOES02",5815
103696,2019-11-05,9900239,"SHOES","SHOES01",23920
103697,2019-06-17,9905048,"COSMETICS","COSMETICS03",12950
103697,2019-06-17,9905048,"COSMETICS","COSMETICS03",1850
103697,2019-06-17,9901434,"COSMETICS","COSMETICS03",7400
103697,2019-06-17,9907044,"COSMETICS","COSMETICS03",1850
103697,2019-06-17,9907051,"COSMETICS","COSMETICS03",5550
103697,2019-06-17,9908098,"COSMETICS","COSMETICS03",3700
103697,2019-06-17,9908098,"COSMETICS","COSMETICS03",7400
103697,2019-06-17,9907044,"COSMETICS","COSMETICS03",1850
103697,2019-06-17,9912201,"COSMETICS","COSMETICS03",1850
103697,2019-06-17,9901434,"COSMETICS","COSMETICS03",11100
103697,2019-06-17,9907051,"COSMETICS","COSMETICS03",3700
103697,2019-07-01,9905048,"COSMETICS","COSMETICS03",1850
103697,2019-09-23,9909969,"BAG","BAG03",9416
103698,2019-02-17,9902309,"COSMETICS","COSMETICS02",2900
103698,2019-06-11,9913456,"BAG","BAG01",2569
103698,2019-07-30,9910786,"COSMETICS","COSMETICS03",4980
103698,2019-10-27,9907069,"SHOES","SHOES02",4500
103698,2019-10-27,9900217,"COSMETICS","COSMETICS02",6980
103698,2019-11-11,9901456,"SHOES","SHOES02",4800
103698,2019-11-17,9903175,"COSMETICS","COSMETICS03",2150
103698,2019-11-17,9901436,"COSMETICS","COSMETICS03",4300
103698,2019-11-17,9912281,"COSMETICS","COSMETICS03",4300
103698,2019-12-21,9904881,"COSMETICS","COSMETICS03",1140
103699,2019-02-07,9903073,"COSMETICS","COSMETICS03",3420
103699,2019-02-07,9902219,"BAG","BAG01",3563
103699,2019-05-11,9901780,"COSMETICS","COSMETICS03",1630
103699,2019-05-30,9903073,"COSMETICS","COSMETICS03",3420
103699,2019-08-29,9902219,"BAG","BAG01",3563
103699,2019-10-24,9903073,"COSMETICS","COSMETICS03",3420
103699,2019-12-05,9911280,"SHOES","SHOES03",6983
103699,2019-12-05,9900734,"SHOES","SHOES02",1309
103701,2019-01-07,9900276,"COSMETICS","COSMETICS01",1500
103701,2019-01-07,9900279,"COSMETICS","COSMETICS01",1500
103701,2019-01-07,9900277,"COSMETICS","COSMETICS01",1660
103701,2019-01-07,9900274,"COSMETICS","COSMETICS01",1500
103701,2019-02-09,9901256,"COSMETICS","COSMETICS01",2424
103701,2019-05-22,9902308,"COSMETICS","COSMETICS03",6840
103701,2019-05-23,9922155,"BAG","BAG02",2280
103701,2019-06-29,9902287,"COSMETICS","COSMETICS03",1440
103701,2019-07-29,9911829,"SHOES","SHOES01",1460
103701,2019-08-03,9902750,"BAG","BAG01",2160
103701,2019-08-28,9902287,"COSMETICS","COSMETICS03",1920
103701,2019-09-17,9900243,"SHOES","SHOES02",1980
103701,2019-10-13,9902287,"COSMETICS","COSMETICS03",2400
103701,2019-11-04,9916624,"BAG","BAG02",3000
103701,2019-11-04,9911469,"BAG","BAG02",1600
103701,2019-12-12,9902287,"COSMETICS","COSMETICS03",1368
103702,2019-03-17,9900243,"SHOES","SHOES03",1980
103702,2019-03-17,9900700,"SHOES","SHOES03",17600
103702,2019-03-17,9903333,"SHOES","SHOES03",12000
103702,2019-04-22,9901953,"SHOES","SHOES03",19000
103702,2019-05-08,9903592,"SHOES","SHOES03",4320
103702,2019-05-08,9903285,"SHOES","SHOES03",1044
103702,2019-05-11,9900307,"BAG","BAG02",5760
103702,2019-05-11,9900944,"COSMETICS","COSMETICS03",1080
103702,2019-07-07,9905691,"SHOES","SHOES03",1340
103702,2019-08-11,9900307,"BAG","BAG02",5760
103702,2019-08-27,9904756,"SHOES","SHOES03",4800
103702,2019-09-16,9905106,"BAG","BAG03",5559
103702,2019-09-16,9905113,"BAG","BAG03",1100
103702,2019-09-16,9905114,"BAG","BAG03",2275
103702,2019-12-24,9902953,"SHOES","SHOES03",2800
103703,2019-02-20,9909835,"BAG","BAG02",5480
103703,2019-04-16,9937216,"COSMETICS","COSMETICS03",1500
103703,2019-07-21,9900263,"BAG","BAG02",2980
103704,2019-02-20,9921974,"COSMETICS","COSMETICS03",3201
103704,2019-11-25,9903657,"SHOES","SHOES02",1340
103705,2019-12-10,9908161,"COSMETICS","COSMETICS02",1600
103708,2019-03-03,9901412,"BAG","BAG03",4950
103708,2019-03-25,9904313,"BAG","BAG01",2237
103708,2019-07-02,9903328,"SHOES","SHOES03",1850
103708,2019-07-02,9904313,"BAG","BAG01",2294
103708,2019-07-02,9900271,"SHOES","SHOES03",1418
103708,2019-07-02,9902157,"SHOES","SHOES03",1180
103708,2019-07-02,9900386,"BAG","BAG01",5783
103708,2019-08-12,9903096,"COSMETICS","COSMETICS03",28500
103708,2019-09-17,9900386,"BAG","BAG01",5783
103710,2019-02-12,9900307,"BAG","BAG02",1728
103710,2019-02-12,9900451,"SHOES","SHOES02",3950
103710,2019-02-12,9900243,"SHOES","SHOES02",3960
103710,2019-06-02,9902157,"SHOES","SHOES02",2120
103710,2019-06-02,9904764,"SHOES","SHOES02",3200
103710,2019-06-04,9905201,"COSMETICS","COSMETICS02",3288
103710,2019-07-16,9900916,"SHOES","SHOES02",1520
103710,2019-07-16,9900587,"SHOES","SHOES02",2000
103710,2019-09-15,9900587,"SHOES","SHOES02",4000
103710,2019-09-15,9900909,"SHOES","SHOES03",6200
103710,2019-11-10,9900227,"COSMETICS","COSMETICS02",1640
103710,2019-11-13,9903982,"COSMETICS","COSMETICS01",3780
103710,2019-12-08,9901792,"SHOES","SHOES02",1000
103710,2019-12-11,9905201,"COSMETICS","COSMETICS02",1644
103710,2019-12-28,9910955,"SHOES","SHOES02",1525
103710,2019-12-31,9903193,"SHOES","SHOES02",2300
103719,2019-02-16,9901718,"BAG","BAG01",3770
103719,2019-04-16,9902537,"SHOES","SHOES03",2500
103719,2019-04-20,9918371,"BAG","BAG03",1072
103719,2019-07-16,9901343,"SHOES","SHOES03",3800
103719,2019-08-18,9904736,"COSMETICS","COSMETICS01",1160
103719,2019-08-28,9910983,"SHOES","SHOES03",11500
103719,2019-10-05,9914611,"COSMETICS","COSMETICS01",1648
103719,2019-10-05,9932250,"COSMETICS","COSMETICS01",1315
103719,2019-11-09,9906245,"SHOES","SHOES03",2200
103720,2019-01-09,9942013,"COSMETICS","COSMETICS03",82834
103720,2019-01-19,9904864,"COSMETICS","COSMETICS03",3650
103720,2019-01-19,9909785,"COSMETICS","COSMETICS02",2350
103720,2019-02-03,9908137,"COSMETICS","COSMETICS03",6100
103720,2019-02-09,9900093,"COSMETICS","COSMETICS01",2342
103720,2019-02-13,9900448,"COSMETICS","COSMETICS03",4950
103720,2019-02-13,9904735,"COSMETICS","COSMETICS01",1216
103720,2019-03-04,9905619,"SHOES","SHOES01",1730
103720,2019-04-10,9904735,"COSMETICS","COSMETICS01",1520
103720,2019-04-10,9906396,"COSMETICS","COSMETICS02",2931
103720,2019-04-16,9904333,"COSMETICS","COSMETICS01",2880
103720,2019-04-28,9901255,"COSMETICS","COSMETICS01",2076
103720,2019-06-03,9910181,"COSMETICS","COSMETICS02",1038
103720,2019-06-08,9905570,"BAG","BAG03",2480
103720,2019-07-06,9900603,"COSMETICS","COSMETICS03",2210
103720,2019-07-06,9901046,"COSMETICS","COSMETICS03",2110
103720,2019-07-21,9904735,"COSMETICS","COSMETICS01",1216
103720,2019-08-26,9901255,"COSMETICS","COSMETICS01",2076
103720,2019-08-26,9903975,"COSMETICS","COSMETICS01",1920
103720,2019-08-26,9903453,"SHOES","SHOES03",1392
103720,2019-09-16,9910181,"COSMETICS","COSMETICS02",1038
103720,2019-09-16,9908137,"COSMETICS","COSMETICS03",6100
103720,2019-10-22,9902065,"COSMETICS","COSMETICS01",5580
103720,2019-10-28,9900603,"COSMETICS","COSMETICS03",2210
103720,2019-11-04,9904735,"COSMETICS","COSMETICS01",1216
103720,2019-11-09,9905570,"BAG","BAG03",1860
103720,2019-12-03,9900013,"BAG","BAG02",1395
103720,2019-12-18,9910746,"COSMETICS","COSMETICS02",1410
103720,2019-12-18,9909785,"COSMETICS","COSMETICS02",1410
103720,2019-12-18,9904735,"COSMETICS","COSMETICS01",1520
103722,2019-01-20,9914804,"COSMETICS","COSMETICS03",1700
103722,2019-05-08,9903416,"COSMETICS","COSMETICS03",2560
103722,2019-06-26,9901465,"COSMETICS","COSMETICS01",1596
103722,2019-06-26,9902350,"SHOES","SHOES02",2100
103722,2019-07-24,9902350,"SHOES","SHOES02",2100
103722,2019-08-24,9915706,"COSMETICS","COSMETICS01",1171
103724,2019-02-16,9902932,"COSMETICS","COSMETICS01",1972
103724,2019-02-25,9900769,"COSMETICS","COSMETICS01",1022
103724,2019-02-25,9902588,"COSMETICS","COSMETICS01",1022
103724,2019-03-02,9901184,"SHOES","SHOES02",1350
103724,2019-03-02,9906187,"SHOES","SHOES02",1350
103724,2019-03-10,9905556,"COSMETICS","COSMETICS01",1895
103724,2019-03-14,9922085,"SHOES","SHOES03",9975
103724,2019-03-21,9900391,"COSMETICS","COSMETICS03",1880
103724,2019-04-11,9942019,"BAG","BAG01",21271
103724,2019-05-09,9900391,"COSMETICS","COSMETICS03",1880
103724,2019-05-30,9900307,"BAG","BAG02",4920
103724,2019-06-22,9900391,"COSMETICS","COSMETICS03",1880
103724,2019-08-17,9903837,"SHOES","SHOES02",1920
103724,2019-08-22,9905509,"SHOES","SHOES02",2980
103724,2019-08-22,9900391,"COSMETICS","COSMETICS03",1880
103724,2019-08-22,9942023,"COSMETICS","COSMETICS02",35012
103724,2019-08-28,9900735,"SHOES","SHOES02",2400
103724,2019-09-03,9904614,"SHOES","SHOES02",2600
103724,2019-09-03,9903454,"SHOES","SHOES02",3360
103724,2019-09-19,9900391,"COSMETICS","COSMETICS03",1880
103724,2019-09-21,9903454,"SHOES","SHOES02",6040
103724,2019-10-12,9900307,"BAG","BAG02",4320
103724,2019-10-17,9900391,"COSMETICS","COSMETICS03",1880
103724,2019-10-19,9901179,"SHOES","SHOES03",174000
103724,2019-10-23,9904153,"SHOES","SHOES01",5980
103724,2019-10-23,9903802,"BAG","BAG02",7980
103724,2019-11-19,9900391,"COSMETICS","COSMETICS03",2820
103724,2019-12-21,9900391,"COSMETICS","COSMETICS03",2820
103724,2019-12-28,9900735,"SHOES","SHOES02",1620
103727,2019-01-13,9916540,"BAG","BAG03",7980
103727,2019-02-06,9912326,"COSMETICS","COSMETICS03",2400
103727,2019-02-14,9905903,"COSMETICS","COSMETICS03",1368
103727,2019-03-21,9912326,"COSMETICS","COSMETICS03",2280
103727,2019-05-30,9903712,"SHOES","SHOES03",12420
103727,2019-06-06,9912326,"COSMETICS","COSMETICS03",4560
103727,2019-06-24,9900166,"SHOES","SHOES03",1680
103727,2019-07-18,9912326,"COSMETICS","COSMETICS03",4560
103727,2019-07-18,9922383,"SHOES","SHOES03",1953
103727,2019-07-18,9902885,"SHOES","SHOES03",1458
103727,2019-09-15,9907187,"COSMETICS","COSMETICS03",2500
103727,2019-10-24,9900236,"SHOES","SHOES03",1830
103727,2019-11-27,9904154,"SHOES","SHOES03",6210
103727,2019-12-20,9907187,"COSMETICS","COSMETICS03",2375
103729,2019-03-03,9905619,"SHOES","SHOES01",1730
103729,2019-04-17,9905619,"SHOES","SHOES01",1730
103729,2019-06-16,9905619,"SHOES","SHOES01",1730
103729,2019-08-18,9905619,"SHOES","SHOES01",1730
103729,2019-10-08,9905619,"SHOES","SHOES01",1730
103729,2019-10-09,9907615,"COSMETICS","COSMETICS01",1538
103729,2019-11-20,9905619,"SHOES","SHOES01",1730
103730,2019-01-02,9902907,"SHOES","SHOES03",2520
103730,2019-01-03,9903626,"COSMETICS","COSMETICS03",4938
103730,2019-01-23,9905367,"SHOES","SHOES03",3386
103730,2019-01-23,9905431,"SHOES","SHOES03",3386
103730,2019-01-23,9904117,"SHOES","SHOES03",3386
103730,2019-01-25,9905180,"SHOES","SHOES03",3400
103730,2019-01-30,9912722,"SHOES","SHOES03",3686
103730,2019-01-30,9908079,"SHOES","SHOES03",4212
103730,2019-02-27,9900812,"SHOES","SHOES03",4950
103730,2019-02-28,9900227,"COSMETICS","COSMETICS02",1558
103730,2019-03-06,9903551,"SHOES","SHOES03",5940
103730,2019-03-06,9900520,"SHOES","SHOES03",1080
103730,2019-03-06,9900271,"SHOES","SHOES03",2560
103730,2019-05-04,9903626,"COSMETICS","COSMETICS03",5198
103730,2019-05-04,9903285,"SHOES","SHOES03",1044
103730,2019-05-27,9900580,"SHOES","SHOES03",2793
103730,2019-06-05,9903562,"SHOES","SHOES03",6772
103730,2019-06-05,9902157,"SHOES","SHOES03",1060
103730,2019-06-05,9908806,"SHOES","SHOES03",2154
103730,2019-06-12,9900307,"BAG","BAG02",1440
103730,2019-06-12,9909234,"SHOES","SHOES03",3280
103730,2019-06-12,9924311,"SHOES","SHOES03",3126
103730,2019-06-12,9920469,"SHOES","SHOES03",3126
103730,2019-06-12,9920470,"SHOES","SHOES03",2850
103730,2019-07-03,9904837,"SHOES","SHOES03",2250
103730,2019-07-03,9901187,"SHOES","SHOES03",2700
103730,2019-07-08,9906012,"SHOES","SHOES03",3960
103730,2019-07-08,9900699,"SHOES","SHOES03",1881
103730,2019-07-26,9900741,"BAG","BAG02",5852
103730,2019-07-31,9917717,"COSMETICS","COSMETICS03",1900
103730,2019-07-31,9902840,"BAG","BAG03",2046
103730,2019-07-31,9901791,"SHOES","SHOES03",1360
103730,2019-08-25,9901718,"BAG","BAG01",1697
103730,2019-09-02,9904756,"SHOES","SHOES03",1227
103730,2019-09-02,9900227,"COSMETICS","COSMETICS02",1950
103730,2019-09-24,9902157,"SHOES","SHOES03",1121
103730,2019-10-09,9928575,"SHOES","SHOES03",48822
103730,2019-10-09,9901449,"SHOES","SHOES03",1120
103730,2019-10-11,9902157,"SHOES","SHOES03",3180
103730,2019-12-02,9905180,"SHOES","SHOES03",3668
103730,2019-12-02,9900912,"SHOES","SHOES03",1834
103730,2019-12-02,9900580,"SHOES","SHOES03",2793
103730,2019-12-07,9903270,"COSMETICS","COSMETICS03",1680
103730,2019-12-07,9915618,"SHOES","SHOES02",2960
103730,2019-12-07,9926942,"SHOES","SHOES02",3100
103730,2019-12-07,9932453,"SHOES","SHOES02",2830
103730,2019-12-11,9900227,"COSMETICS","COSMETICS02",1950
103730,2019-12-12,9904837,"SHOES","SHOES03",1378
103730,2019-12-24,9902157,"SHOES","SHOES03",3363
103732,2019-01-28,9902153,"SHOES","SHOES02",1330
103732,2019-03-16,9903073,"COSMETICS","COSMETICS03",1395
103732,2019-04-16,9901275,"SHOES","SHOES02",1440
103732,2019-04-16,9903194,"SHOES","SHOES01",4400
103732,2019-05-27,9903193,"SHOES","SHOES02",2185
103732,2019-06-15,9930165,"COSMETICS","COSMETICS03",36100
103732,2019-09-10,9900177,"SHOES","SHOES02",2700
103732,2019-09-10,9906203,"SHOES","SHOES02",1350
103732,2019-10-12,9903073,"COSMETICS","COSMETICS03",2325
103732,2019-11-03,9900741,"BAG","BAG02",6160
103735,2019-06-04,9903911,"SHOES","SHOES02",1190
103735,2019-12-11,9903216,"SHOES","SHOES02",1300
103735,2019-12-11,9901792,"SHOES","SHOES02",1000
103735,2019-12-31,9918978,"SHOES","SHOES01",8964
103738,2019-02-11,9905874,"BAG","BAG02",1350
103738,2019-02-11,9909055,"BAG","BAG03",1612
103738,2019-02-11,9906975,"BAG","BAG03",1204
103738,2019-02-16,9901780,"COSMETICS","COSMETICS03",3600
103738,2019-02-16,9900078,"COSMETICS","COSMETICS03",2100
